,product,date,region,sales
11063,pink morsel,2020-07-10,west,$1515.00
11088,pink morsel,2020-07-11,north,$1500.00
11089,pink morsel,2020-07-11,south,$1689.00
11090,pink morsel,2020-07-11,east,$1554.00
11091,pink morsel,2020-07-11,west,$1509.00
11116,pink morsel,2020-07-12,north,$1746.00
11117,pink morsel,2020-07-12,south,$1572.00
11118,pink morsel,2020-07-12,east,$1773.00
11119,pink morsel,2020-07-12,west,$1596.00
11144,pink morsel,2020-07-13,north,$1680.00
11145,pink morsel,2020-07-13,south,$1764.00
11146,pink morsel,2020-07-13,east,$1782.00
11147,pink morsel,2020-07-13,west,$1728.00
11172,pink morsel,2020-07-14,north,$1557.00
11173,pink morsel,2020-07-14,south,$1515.00
11174,pink morsel,2020-07-14,east,$1695.00
11175,pink morsel,2020-07-14,west,$1500.00
11200,pink morsel,2020-07-15,north,$1542.00
11201,pink morsel,2020-07-15,south,$1740.00
11202,pink morsel,2020-07-15,east,$1647.00
11203,pink morsel,2020-07-15,west,$1596.00
11228,pink morsel,2020-07-16,north,$1515.00
11229,pink morsel,2020-07-16,south,$1731.00
11230,pink morsel,2020-07-16,east,$1605.00
11231,pink morsel,2020-07-16,west,$1791.00
11256,pink morsel,2020-07-17,north,$1794.00
11257,pink morsel,2020-07-17,south,$1677.00
11258,pink morsel,2020-07-17,east,$1641.00
11259,pink morsel,2020-07-17,west,$1773.00
11284,pink morsel,2020-07-18,north,$1623.00
11285,pink morsel,2020-07-18,south,$1707.00
11286,pink morsel,2020-07-18,east,$1749.00
11287,pink morsel,2020-07-18,west,$1797.00
11312,pink morsel,2020-07-19,north,$1614.00
11313,pink morsel,2020-07-19,south,$1653.00
11314,pink morsel,2020-07-19,east,$1674.00
11315,pink morsel,2020-07-19,west,$1779.00
11340,pink morsel,2020-07-20,north,$1797.00
11341,pink morsel,2020-07-20,south,$1560.00
11342,pink morsel,2020-07-20,east,$1638.00
11343,pink morsel,2020-07-20,west,$1716.00
11368,pink morsel,2020-07-21,north,$1572.00
11369,pink morsel,2020-07-21,south,$1767.00
11370,pink morsel,2020-07-21,east,$1689.00
11371,pink morsel,2020-07-21,west,$1734.00
11396,pink morsel,2020-07-22,north,$1668.00
11397,pink morsel,2020-07-22,south,$1728.00
11398,pink morsel,2020-07-22,east,$1668.00
11399,pink morsel,2020-07-22,west,$1584.00
11424,pink morsel,2020-07-23,north,$1692.00
11425,pink morsel,2020-07-23,south,$1710.00
11426,pink morsel,2020-07-23,east,$1758.00
11427,pink morsel,2020-07-23,west,$1545.00
11452,pink morsel,2020-07-24,north,$1530.00
11453,pink morsel,2020-07-24,south,$1530.00
11454,pink morsel,2020-07-24,east,$1575.00
11455,pink morsel,2020-07-24,west,$1776.00
11480,pink morsel,2020-07-25,north,$1794.00
11481,pink morsel,2020-07-25,south,$1647.00
11482,pink morsel,2020-07-25,east,$1611.00
11483,pink morsel,2020-07-25,west,$1704.00
11508,pink morsel,2020-07-26,north,$1569.00
11509,pink morsel,2020-07-26,south,$1659.00
11510,pink morsel,2020-07-26,east,$1575.00
11511,pink morsel,2020-07-26,west,$1788.00
11536,pink morsel,2020-07-27,north,$1602.00
11537,pink morsel,2020-07-27,south,$1620.00
11538,pink morsel,2020-07-27,east,$1530.00
11539,pink morsel,2020-07-27,west,$1608.00
11564,pink morsel,2020-07-28,north,$1800.00
11565,pink morsel,2020-07-28,south,$1506.00
11566,pink morsel,2020-07-28,east,$1608.00
11567,pink morsel,2020-07-28,west,$1581.00
11592,pink morsel,2020-07-29,north,$1533.00
11593,pink morsel,2020-07-29,south,$1686.00
11594,pink morsel,2020-07-29,east,$1773.00
11595,pink morsel,2020-07-29,west,$1644.00
11620,pink morsel,2020-07-30,north,$1722.00
11621,pink morsel,2020-07-30,south,$1584.00
11622,pink morsel,2020-07-30,east,$1596.00
11623,pink morsel,2020-07-30,west,$1512.00
11648,pink morsel,2020-07-31,north,$1527.00
11649,pink morsel,2020-07-31,south,$1530.00
11650,pink morsel,2020-07-31,east,$1533.00
11651,pink morsel,2020-07-31,west,$1530.00
11676,pink morsel,2020-08-01,north,$1788.00
11677,pink morsel,2020-08-01,south,$1596.00
11678,pink morsel,2020-08-01,east,$1680.00
11679,pink morsel,2020-08-01,west,$1671.00
11704,pink morsel,2020-08-02,north,$1656.00
11705,pink morsel,2020-08-02,south,$1716.00
11706,pink morsel,2020-08-02,east,$1623.00
11707,pink morsel,2020-08-02,west,$1596.00
11732,pink morsel,2020-08-03,north,$1665.00
11733,pink morsel,2020-08-03,south,$1650.00
11734,pink morsel,2020-08-03,east,$1503.00
11735,pink morsel,2020-08-03,west,$1665.00
11760,pink morsel,2020-08-04,north,$1539.00
11761,pink morsel,2020-08-04,south,$1659.00
11762,pink morsel,2020-08-04,east,$1602.00
11763,pink morsel,2020-08-04,west,$1719.00
11788,pink morsel,2020-08-05,north,$1749.00
11789,pink morsel,2020-08-05,south,$1548.00
11790,pink morsel,2020-08-05,east,$1653.00
11791,pink morsel,2020-08-05,west,$1662.00
11816,pink morsel,2020-08-06,north,$1770.00
11817,pink morsel,2020-08-06,south,$1710.00
11818,pink morsel,2020-08-06,east,$1509.00
11819,pink morsel,2020-08-06,west,$1545.00
11844,pink morsel,2020-08-07,north,$1740.00
11845,pink morsel,2020-08-07,south,$1524.00
11846,pink morsel,2020-08-07,east,$1641.00
11847,pink morsel,2020-08-07,west,$1710.00
11872,pink morsel,2020-08-08,north,$1728.00
11873,pink morsel,2020-08-08,south,$1695.00
11874,pink morsel,2020-08-08,east,$1716.00
11875,pink morsel,2020-08-08,west,$1785.00
11900,pink morsel,2020-08-09,north,$1617.00
11901,pink morsel,2020-08-09,south,$1752.00
11902,pink morsel,2020-08-09,east,$1734.00
11903,pink morsel,2020-08-09,west,$1521.00
11928,pink morsel,2020-08-10,north,$1545.00
11929,pink morsel,2020-08-10,south,$1722.00
11930,pink morsel,2020-08-10,east,$1647.00
11931,pink morsel,2020-08-10,west,$1530.00
11956,pink morsel,2020-08-11,north,$1632.00
11957,pink morsel,2020-08-11,south,$1620.00
11958,pink morsel,2020-08-11,east,$1551.00
11959,pink morsel,2020-08-11,west,$1557.00
11984,pink morsel,2020-08-12,north,$1737.00
11985,pink morsel,2020-08-12,south,$1749.00
11986,pink morsel,2020-08-12,east,$1704.00
11987,pink morsel,2020-08-12,west,$1671.00
12012,pink morsel,2020-08-13,north,$1500.00
12013,pink morsel,2020-08-13,south,$1500.00
12014,pink morsel,2020-08-13,east,$1701.00
12015,pink morsel,2020-08-13,west,$1785.00
12040,pink morsel,2020-08-14,north,$1542.00
12041,pink morsel,2020-08-14,south,$1791.00
12042,pink morsel,2020-08-14,east,$1716.00
12043,pink morsel,2020-08-14,west,$1665.00
12068,pink morsel,2020-08-15,north,$1740.00
12069,pink morsel,2020-08-15,south,$1632.00
12070,pink morsel,2020-08-15,east,$1560.00
12071,pink morsel,2020-08-15,west,$1689.00
12096,pink morsel,2020-08-16,north,$1749.00
12097,pink morsel,2020-08-16,south,$1605.00
12098,pink morsel,2020-08-16,east,$1629.00
12099,pink morsel,2020-08-16,west,$1728.00
12124,pink morsel,2020-08-17,north,$1554.00
12125,pink morsel,2020-08-17,south,$1629.00
12126,pink morsel,2020-08-17,east,$1698.00
12127,pink morsel,2020-08-17,west,$1635.00
12152,pink morsel,2020-08-18,north,$1761.00
12153,pink morsel,2020-08-18,south,$1566.00
12154,pink morsel,2020-08-18,east,$1692.00
12155,pink morsel,2020-08-18,west,$1563.00
12180,pink morsel,2020-08-19,north,$1662.00
12181,pink morsel,2020-08-19,south,$1635.00
12182,pink morsel,2020-08-19,east,$1674.00
12183,pink morsel,2020-08-19,west,$1602.00
12208,pink morsel,2020-08-20,north,$1686.00
12209,pink morsel,2020-08-20,south,$1506.00
12210,pink morsel,2020-08-20,east,$1515.00
12211,pink morsel,2020-08-20,west,$1779.00
12236,pink morsel,2020-08-21,north,$1557.00
12237,pink morsel,2020-08-21,south,$1551.00
12238,pink morsel,2020-08-21,east,$1521.00
12239,pink morsel,2020-08-21,west,$1710.00
12264,pink morsel,2020-08-22,north,$1563.00
12265,pink morsel,2020-08-22,south,$1683.00
12266,pink morsel,2020-08-22,east,$1791.00
12267,pink morsel,2020-08-22,west,$1773.00
12292,pink morsel,2020-08-23,north,$1716.00
12293,pink morsel,2020-08-23,south,$1731.00
12294,pink morsel,2020-08-23,east,$1593.00
12295,pink morsel,2020-08-23,west,$1788.00
12320,pink morsel,2020-08-24,north,$1785.00
12321,pink morsel,2020-08-24,south,$1647.00
12322,pink morsel,2020-08-24,east,$1755.00
12323,pink morsel,2020-08-24,west,$1665.00
12348,pink morsel,2020-08-25,north,$1545.00
12349,pink morsel,2020-08-25,south,$1755.00
12350,pink morsel,2020-08-25,east,$1605.00
12351,pink morsel,2020-08-25,west,$1548.00
12376,pink morsel,2020-08-26,north,$1533.00
12377,pink morsel,2020-08-26,south,$1752.00
12378,pink morsel,2020-08-26,east,$1758.00
12379,pink morsel,2020-08-26,west,$1767.00
12404,pink morsel,2020-08-27,north,$1761.00
12405,pink morsel,2020-08-27,south,$1671.00
12406,pink morsel,2020-08-27,east,$1551.00
12407,pink morsel,2020-08-27,west,$1686.00
12432,pink morsel,2020-08-28,north,$1788.00
12433,pink morsel,2020-08-28,south,$1551.00
12434,pink morsel,2020-08-28,east,$1554.00
12435,pink morsel,2020-08-28,west,$1623.00
12460,pink morsel,2020-08-29,north,$1698.00
12461,pink morsel,2020-08-29,south,$1659.00
12462,pink morsel,2020-08-29,east,$1593.00
12463,pink morsel,2020-08-29,west,$1674.00
12488,pink morsel,2020-08-30,north,$1800.00
12489,pink morsel,2020-08-30,south,$1554.00
12490,pink morsel,2020-08-30,east,$1713.00
12491,pink morsel,2020-08-30,west,$1611.00
12516,pink morsel,2020-08-31,north,$1797.00
12517,pink morsel,2020-08-31,south,$1581.00
12518,pink morsel,2020-08-31,east,$1623.00
12519,pink morsel,2020-08-31,west,$1515.00
12544,pink morsel,2020-09-01,north,$1797.00
12545,pink morsel,2020-09-01,south,$1704.00
12546,pink morsel,2020-09-01,east,$1539.00
12547,pink morsel,2020-09-01,west,$1617.00
12572,pink morsel,2020-09-02,north,$1737.00
12573,pink morsel,2020-09-02,south,$1635.00
12574,pink morsel,2020-09-02,east,$1671.00
12575,pink morsel,2020-09-02,west,$1632.00
12600,pink morsel,2020-09-03,north,$1575.00
12601,pink morsel,2020-09-03,south,$1713.00
12602,pink morsel,2020-09-03,east,$1581.00
12603,pink morsel,2020-09-03,west,$1719.00
12628,pink morsel,2020-09-04,north,$1533.00
12629,pink morsel,2020-09-04,south,$1539.00
12630,pink morsel,2020-09-04,east,$1569.00
12631,pink morsel,2020-09-04,west,$1743.00
12656,pink morsel,2020-09-05,north,$1620.00
12657,pink morsel,2020-09-05,south,$1743.00
12658,pink morsel,2020-09-05,east,$1563.00
12659,pink morsel,2020-09-05,west,$1764.00
12684,pink morsel,2020-09-06,north,$1638.00
12685,pink morsel,2020-09-06,south,$1734.00
12686,pink morsel,2020-09-06,east,$1794.00
12687,pink morsel,2020-09-06,west,$1782.00
12712,pink morsel,2020-09-07,north,$1509.00
12713,pink morsel,2020-09-07,south,$1749.00
12714,pink morsel,2020-09-07,east,$1608.00
12715,pink morsel,2020-09-07,west,$1794.00
12740,pink morsel,2020-09-08,north,$1710.00
12741,pink morsel,2020-09-08,south,$1536.00
12742,pink morsel,2020-09-08,east,$1539.00
12743,pink morsel,2020-09-08,west,$1512.00
12768,pink morsel,2020-09-09,north,$1578.00
12769,pink morsel,2020-09-09,south,$1575.00
12770,pink morsel,2020-09-09,east,$1551.00
12771,pink morsel,2020-09-09,west,$1650.00
12796,pink morsel,2020-09-10,north,$1662.00
12797,pink morsel,2020-09-10,south,$1767.00
12798,pink morsel,2020-09-10,east,$1596.00
12799,pink morsel,2020-09-10,west,$1710.00
12824,pink morsel,2020-09-11,north,$1764.00
12825,pink morsel,2020-09-11,south,$1722.00
12826,pink morsel,2020-09-11,east,$1611.00
12827,pink morsel,2020-09-11,west,$1656.00
12852,pink morsel,2020-09-12,north,$1602.00
12853,pink morsel,2020-09-12,south,$1686.00
12854,pink morsel,2020-09-12,east,$1599.00
12855,pink morsel,2020-09-12,west,$1800.00
12880,pink morsel,2020-09-13,north,$1503.00
12881,pink morsel,2020-09-13,south,$1554.00
12882,pink morsel,2020-09-13,east,$1554.00
12883,pink morsel,2020-09-13,west,$1575.00
12908,pink morsel,2020-09-14,north,$1647.00
12909,pink morsel,2020-09-14,south,$1776.00
12910,pink morsel,2020-09-14,east,$1788.00
12911,pink morsel,2020-09-14,west,$1791.00
12936,pink morsel,2020-09-15,north,$1542.00
12937,pink morsel,2020-09-15,south,$1782.00
12938,pink morsel,2020-09-15,east,$1620.00
12939,pink morsel,2020-09-15,west,$1641.00
12964,pink morsel,2020-09-16,north,$1590.00
12965,pink morsel,2020-09-16,south,$1734.00
12966,pink morsel,2020-09-16,east,$1710.00
12967,pink morsel,2020-09-16,west,$1641.00
12992,pink morsel,2020-09-17,north,$1611.00
12993,pink morsel,2020-09-17,south,$1581.00
12994,pink morsel,2020-09-17,east,$1596.00
12995,pink morsel,2020-09-17,west,$1539.00
13020,pink morsel,2020-09-18,north,$1764.00
13021,pink morsel,2020-09-18,south,$1584.00
13022,pink morsel,2020-09-18,east,$1701.00
13023,pink morsel,2020-09-18,west,$1518.00
13048,pink morsel,2020-09-19,north,$1692.00
13049,pink morsel,2020-09-19,south,$1743.00
13050,pink morsel,2020-09-19,east,$1737.00
13051,pink morsel,2020-09-19,west,$1590.00
13076,pink morsel,2020-09-20,north,$1623.00
13077,pink morsel,2020-09-20,south,$1521.00
13078,pink morsel,2020-09-20,east,$1590.00
13079,pink morsel,2020-09-20,west,$1677.00
13104,pink morsel,2020-09-21,north,$1776.00
13105,pink morsel,2020-09-21,south,$1629.00
13106,pink morsel,2020-09-21,east,$1776.00
13107,pink morsel,2020-09-21,west,$1728.00
13132,pink morsel,2020-09-22,north,$1776.00
13133,pink morsel,2020-09-22,south,$1629.00
13134,pink morsel,2020-09-22,east,$1539.00
13135,pink morsel,2020-09-22,west,$1563.00
13160,pink morsel,2020-09-23,north,$1506.00
13161,pink morsel,2020-09-23,south,$1698.00
13162,pink morsel,2020-09-23,east,$1734.00
13163,pink morsel,2020-09-23,west,$1557.00
13188,pink morsel,2020-09-24,north,$1527.00
13189,pink morsel,2020-09-24,south,$1761.00
13190,pink morsel,2020-09-24,east,$1560.00
13191,pink morsel,2020-09-24,west,$1650.00
13216,pink morsel,2020-09-25,north,$1533.00
13217,pink morsel,2020-09-25,south,$1602.00
13218,pink morsel,2020-09-25,east,$1743.00
13219,pink morsel,2020-09-25,west,$1617.00
13244,pink morsel,2020-09-26,north,$1536.00
13245,pink morsel,2020-09-26,south,$1773.00
13246,pink morsel,2020-09-26,east,$1521.00
13247,pink morsel,2020-09-26,west,$1542.00
13272,pink morsel,2020-09-27,north,$1737.00
13273,pink morsel,2020-09-27,south,$1509.00
13274,pink morsel,2020-09-27,east,$1626.00
13275,pink morsel,2020-09-27,west,$1584.00
13300,pink morsel,2020-09-28,north,$1671.00
13301,pink morsel,2020-09-28,south,$1680.00
13302,pink morsel,2020-09-28,east,$1599.00
13303,pink morsel,2020-09-28,west,$1776.00
13328,pink morsel,2020-09-29,north,$1674.00
13329,pink morsel,2020-09-29,south,$1728.00
13330,pink morsel,2020-09-29,east,$1551.00
13331,pink morsel,2020-09-29,west,$1641.00
13356,pink morsel,2020-09-30,north,$1614.00
13357,pink morsel,2020-09-30,south,$1773.00
13358,pink morsel,2020-09-30,east,$1509.00
13359,pink morsel,2020-09-30,west,$1740.00
13384,pink morsel,2020-10-01,north,$1614.00
13385,pink morsel,2020-10-01,south,$1599.00
13386,pink morsel,2020-10-01,east,$1785.00
13387,pink morsel,2020-10-01,west,$1506.00
13412,pink morsel,2020-10-02,north,$1689.00
13413,pink morsel,2020-10-02,south,$1659.00
13414,pink morsel,2020-10-02,east,$1785.00
13415,pink morsel,2020-10-02,west,$1701.00
13440,pink morsel,2020-10-03,north,$1515.00
13441,pink morsel,2020-10-03,south,$1545.00
13442,pink morsel,2020-10-03,east,$1599.00
13443,pink morsel,2020-10-03,west,$1512.00
13468,pink morsel,2020-10-04,north,$1524.00
13469,pink morsel,2020-10-04,south,$1779.00
13470,pink morsel,2020-10-04,east,$1500.00
13471,pink morsel,2020-10-04,west,$1755.00
13496,pink morsel,2020-10-05,north,$1773.00
13497,pink morsel,2020-10-05,south,$1743.00
13498,pink morsel,2020-10-05,east,$1662.00
13499,pink morsel,2020-10-05,west,$1596.00
13524,pink morsel,2020-10-06,north,$1788.00
13525,pink morsel,2020-10-06,south,$1503.00
13526,pink morsel,2020-10-06,east,$1779.00
13527,pink morsel,2020-10-06,west,$1563.00
13552,pink morsel,2020-10-07,north,$1554.00
13553,pink morsel,2020-10-07,south,$1734.00
13554,pink morsel,2020-10-07,east,$1629.00
13555,pink morsel,2020-10-07,west,$1608.00
13580,pink morsel,2020-10-08,north,$1794.00
13581,pink morsel,2020-10-08,south,$1674.00
13582,pink morsel,2020-10-08,east,$1662.00
13583,pink morsel,2020-10-08,west,$1788.00
13608,pink morsel,2020-10-09,north,$1536.00
13609,pink morsel,2020-10-09,south,$1521.00
13610,pink morsel,2020-10-09,east,$1656.00
13611,pink morsel,2020-10-09,west,$1551.00
13636,pink morsel,2020-10-10,north,$1593.00
13637,pink morsel,2020-10-10,south,$1590.00
13638,pink morsel,2020-10-10,east,$1671.00
13639,pink morsel,2020-10-10,west,$1707.00
13664,pink morsel,2020-10-11,north,$1569.00
13665,pink morsel,2020-10-11,south,$1773.00
13666,pink morsel,2020-10-11,east,$1674.00
13667,pink morsel,2020-10-11,west,$1536.00
13692,pink morsel,2020-10-12,north,$1677.00
13693,pink morsel,2020-10-12,south,$1605.00
13694,pink morsel,2020-10-12,east,$1653.00
13695,pink morsel,2020-10-12,west,$1749.00
0,pink morsel,2020-10-13,north,$1578.00
1,pink morsel,2020-10-13,south,$1638.00
2,pink morsel,2020-10-13,east,$1515.00
3,pink morsel,2020-10-13,west,$1683.00
28,pink morsel,2020-10-14,north,$1680.00
29,pink morsel,2020-10-14,south,$1755.00
30,pink morsel,2020-10-14,east,$1584.00
31,pink morsel,2020-10-14,west,$1590.00
56,pink morsel,2020-10-15,north,$1518.00
57,pink morsel,2020-10-15,south,$1701.00
58,pink morsel,2020-10-15,east,$1716.00
59,pink morsel,2020-10-15,west,$1563.00
84,pink morsel,2020-10-16,north,$1638.00
85,pink morsel,2020-10-16,south,$1689.00
86,pink morsel,2020-10-16,east,$1515.00
87,pink morsel,2020-10-16,west,$1632.00
112,pink morsel,2020-10-17,north,$1509.00
113,pink morsel,2020-10-17,south,$1791.00
114,pink morsel,2020-10-17,east,$1509.00
115,pink morsel,2020-10-17,west,$1776.00
140,pink morsel,2020-10-18,north,$1524.00
141,pink morsel,2020-10-18,south,$1716.00
142,pink morsel,2020-10-18,east,$1578.00
143,pink morsel,2020-10-18,west,$1713.00
168,pink morsel,2020-10-19,north,$1656.00
169,pink morsel,2020-10-19,south,$1725.00
170,pink morsel,2020-10-19,east,$1554.00
171,pink morsel,2020-10-19,west,$1524.00
196,pink morsel,2020-10-20,north,$1569.00
197,pink morsel,2020-10-20,south,$1758.00
198,pink morsel,2020-10-20,east,$1758.00
199,pink morsel,2020-10-20,west,$1614.00
224,pink morsel,2020-10-21,north,$1740.00
225,pink morsel,2020-10-21,south,$1521.00
226,pink morsel,2020-10-21,east,$1722.00
227,pink morsel,2020-10-21,west,$1605.00
252,pink morsel,2020-10-22,north,$1749.00
253,pink morsel,2020-10-22,south,$1638.00
254,pink morsel,2020-10-22,east,$1710.00
255,pink morsel,2020-10-22,west,$1668.00
280,pink morsel,2020-10-23,north,$1635.00
281,pink morsel,2020-10-23,south,$1533.00
282,pink morsel,2020-10-23,east,$1635.00
283,pink morsel,2020-10-23,west,$1575.00
308,pink morsel,2020-10-24,north,$1737.00
309,pink morsel,2020-10-24,south,$1593.00
310,pink morsel,2020-10-24,east,$1707.00
311,pink morsel,2020-10-24,west,$1536.00
336,pink morsel,2020-10-25,north,$1689.00
337,pink morsel,2020-10-25,south,$1680.00
338,pink morsel,2020-10-25,east,$1605.00
339,pink morsel,2020-10-25,west,$1617.00
364,pink morsel,2020-10-26,north,$1746.00
365,pink morsel,2020-10-26,south,$1518.00
366,pink morsel,2020-10-26,east,$1656.00
367,pink morsel,2020-10-26,west,$1542.00
392,pink morsel,2020-10-27,north,$1581.00
393,pink morsel,2020-10-27,south,$1716.00
394,pink morsel,2020-10-27,east,$1683.00
395,pink morsel,2020-10-27,west,$1518.00
420,pink morsel,2020-10-28,north,$1746.00
421,pink morsel,2020-10-28,south,$1587.00
422,pink morsel,2020-10-28,east,$1644.00
423,pink morsel,2020-10-28,west,$1731.00
448,pink morsel,2020-10-29,north,$1770.00
449,pink morsel,2020-10-29,south,$1692.00
450,pink morsel,2020-10-29,east,$1557.00
451,pink morsel,2020-10-29,west,$1524.00
476,pink morsel,2020-10-30,north,$1773.00
477,pink morsel,2020-10-30,south,$1689.00
478,pink morsel,2020-10-30,east,$1776.00
479,pink morsel,2020-10-30,west,$1686.00
504,pink morsel,2020-10-31,north,$1581.00
505,pink morsel,2020-10-31,south,$1758.00
506,pink morsel,2020-10-31,east,$1755.00
507,pink morsel,2020-10-31,west,$1668.00
532,pink morsel,2020-11-01,north,$1665.00
533,pink morsel,2020-11-01,south,$1551.00
534,pink morsel,2020-11-01,east,$1770.00
535,pink morsel,2020-11-01,west,$1593.00
560,pink morsel,2020-11-02,north,$1734.00
561,pink morsel,2020-11-02,south,$1500.00
562,pink morsel,2020-11-02,east,$1740.00
563,pink morsel,2020-11-02,west,$1686.00
588,pink morsel,2020-11-03,north,$1551.00
589,pink morsel,2020-11-03,south,$1752.00
590,pink morsel,2020-11-03,east,$1746.00
591,pink morsel,2020-11-03,west,$1581.00
616,pink morsel,2020-11-04,north,$1773.00
617,pink morsel,2020-11-04,south,$1788.00
